Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,New_tin_ID,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_weight_g,Gonad_Tin_ID,Gonad_stage,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Gonad_Index_Gonad:Soma,Whole_animal_dry_weight_g,Condition_index_drywtRatio_Walne1976,Shell_ash_weight_g_with_tin,Tissue_ash_weight_with_g_tin,Gonad_ash_weight_g_with_tin,Total_ash_weight_g_with_tin,TotalAFDW_g,Condition_index_TotalADFW_div_length,notes,,,,,About data...,,
,,,,,381,381,1.1801,,,381,0.4131,,,381,,0.4114,,,,,,,,,,,,,,,,,,,
,,,,,382,382,1.172,,,382,0.4131,,,382,,0.4164,,,,,,,,,,,,,,,,,,,
,,,,,383,383,1.1843,,,383,0.4101,,,383,,0.4169,,,,,,,,,,,,,,,,,,,
,,,,,384,384,1.1707,,,384,0.4107,,,384,,0.4114,,,,,,,,,,,,,,,,,,,
,,,,,385,385,1.1774,,,385,0.4131,,,385,,0.413,,,,,,,,,,,,,,,,,,,
,,,,,386,386,1.1738,,,386,0.4116,,,386,,0.4143,,,,,,,,,,,,,,,,,,,
,,,,,387,387,1.1822,,,387,0.4109,,,387,,0.4146,,,,,,,,,,,,,,,,,,,
,,,,,388,388,1.1746,,,388,0.4093,,,388,,0.4089,,,,,,,,,,,,,,,,,,,
,,,,,389,389,1.1811,,,389,0.4126,,,389,,0.4072,,,,,,,,,,,,,,,,,,,
,,,,,390,390,1.1664,,,390,0.4121,,,390,,0.4145,,,,,,,,,,,,,,,,,,,
,,,,,391,391,1.1716,,,391,0.4121,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,392,392,1.1802,,,392,0.4109,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,393,393,1.1763,,,393,0.4178,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,394,394,1.197,,,394,0.4112,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,395,395,1.1669,,,395,0.411,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,396,396,1.1774,,,396,0.4124,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,397,397,1.1976,,,397,0.4081,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,398,398,1.1874,,,398,0.4116,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399,399,1.1856,,,399,0.4112,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,400,400,1.1787,,,400,0.417,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,401,401,1.171,,,401,0.414,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,402,402,1.1911,,,402,0.4141,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,403,403,1.1861,,,403,0.4141,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,404,404,1.195,,,404,0.4094,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,405,405,1.1885,,,405,0.4131,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,406,406,1.1876,,,406,0.4139,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,407,407,1.1775,,,407,0.4115,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,408,408,1.1637,,,408,0.415,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,409,409,1.1912,,,409,0.419,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,410,410,1.1971,,,410,0.4098,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,411,411,1.1778,,,411,0.4108,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,412,412,1.1825,,,412,0.4095,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,413,413,1.1895,,,413,0.4136,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,414,414,1.197,,,414,0.4164,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,415,415,1.1798,,,415,0.4153,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,416,416,1.1963,,,416,0.414,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,417,417,1.1863,,,417,0.4121,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,418,418,1.1842,,,418,0.4186,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,419,419,1.1861,,,419,0.4116,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,420,420,1.1972,,,420,0.4122,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,421,421,1.1823,,,421,0.4127,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,422,422,1.1898,,,422,0.4121,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,423,423,1.2017,,,423,0.4138,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,424,424,1.2004,,,424,0.4124,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,425,425,1.168,,,425,0.409,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,426,426,1.1782,,,426,0.4123,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,427,427,1.1976,,,427,0.4135,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,428,428,1.1765,,,428,0.4108,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,429,429,1.1812,,,429,0.4124,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,430,430,1.1875,,,430,0.4102,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,431,431,1.1917,,,431,0.4171,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,432,432,1.1827,,,432,0.4147,,,,,,,,,,,,,,,,,,,,,,,,
